name,categories,fragrance_notes,description,sizes,price_min,price_max,currency,in_stock,product_url,image_url,is_popular
Erba pura super (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Erba pura super inspiration Inspired by Erba pura super inspired, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/erba-pura-super-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Erba pura super (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Erba pura inspiration Inspired by Erba pura inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/erba-pura-super-inspired-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Villain oud (Perfume),"Clone Perfumes, French",,"Element Villain oud inspiration Inspired by Villain oud inspired, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,400,INR,true,https://alharamainperfumes.in/product/villain-oud-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Villain oud (Attar),"Clone Attar, French Attar, Premium Attars",,"Element Villain oud inspiration Inspired by Villain oud inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,300,INR,true,https://alharamainperfumes.in/product/villain-oud-inspiration-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Zara gold (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Zara inspiration Inspired by Zara inspired, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/zara-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Zara gold (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Zara inspiration Inspired by Zara inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/zara-inspired-inspiration-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
212 heroes (Perfume),"Clone Perfumes, French, French Perfumes",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/212-heroes-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
212 heroes (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/212-heroes-inspired-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
LV symphony (Attar),"Clone Attar, French Attar, Premium Attars",,"LV Symphony INSPIRED FRAGRANCE, Inspired by LV symphony inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/lv-symphony-inspired-fragrance-loose-attar-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Lv symphony (Perfume),"Clone Perfumes, French",,"Element Lv symphony INSPIRED FRAGRANCE Inspired by Lv symphony INSPIRED FRAGRANCE , inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/lv-symphony-inspired-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Tobacco oud (Attar),"Clone Attar, French Attar, Premium Attars",,"Tobacco oud inspired INSPIRED FRAGRANCE, Inspired by Tobacco oud inspired Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",200,800,INR,true,https://alharamainperfumes.in/product/tobacco-oud-inspired-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Tobacco oud inspired (Perfume),"Clone Perfumes, French",,"Element Tobacco oud inspired INSPIRED FRAGRANCE Inspired byTobacco oud INSPIRED FRAGRANCE , inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/tobacco-oud-inspired-fragrance-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Bleu de Channel EDT (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Bleu de Channel EDT INSPIRED FRAGRANCE Inspired by Bleu de Channel EDT INSPIRED FRAGRANCE , inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/bleu-de-channel-edt-inspired-fragrance-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Bleu de Channel EDT(Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Bleu de Channel EDT INSPIRED FRAGRANCE, Inspired by Bleu de Channel EDT INSPIRED FRAGRANCE, , Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/bleu-de-channel-edt-inspired-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Bvl aqua Amara (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Bvl aqua Amara inspiration Inspired by Bvl aqua Amara inspiration, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/bvl-aqua-amara-inspiration-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Bvl aqua Amara inspiration (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,Element Bvl aqua Amara inspiration,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/bvl-aqua-amara-inspiration-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Kilan good girl gone bad (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Kilan good girl gone bad inspiration Inspired by Kilan good girl gone bad inspiration fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/kilan-good-girl-gone-bad-inspiration-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Kilan good girl gone bad (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Kilan good girl gone bad inspiration Inspired by Qamar al layl inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/kilan-good-girl-gone-bad-inspirationloose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Sauvage elixir super (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Sauvage elixir super inspiration Inspired by Sauvage elixir super inspiration fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/sauvage-elixir-super-inspiration-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Sauvage elixir super inspiration (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,,"3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/sauvage-elixir-super-inspiration-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Cree green irish tweed inspiration (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,Element Cree green irish tweed inspiration,"3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/cree-green-irish-tweed-inspiration-loose-attar-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Cree green irish tweed (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Cree green irish tweed inspiration Inspired by Cree green irish tweed inspiration fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/cree-green-irish-tweed-inspiration-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Brbry weekend (Attar),"Clone Attar, French Attar, Premium Attars",,"Element Brbry weekend fragrance inspiration Inspired by Brbry weekend inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/shamama-attar-inspiration-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
brbry weekend (Perfume),"Clone Perfumes, French",,"Element Brbry weekend Perfume inspired fragrance Inspired by Brbry weekend Perfume inspiration fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/nautica-voyage-nautica-for-menloose-perfume-fragrance-2-6/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Dirham (Perfume),"Arabic Perfumes, Clone Perfumes, French",,"Element Dirham Attar inspired fragrance Inspired by Dirham Attar inspiration fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/dirham-attar-inspiration-fragranceloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Dirham (Attar),"Arabic Attars, Clone Attar, French Attar, Premium Attars",,"Element Dirham Attar fragrance inspiration Inspired by Qamar al layl inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/dirham-attar-inspiration-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Brbry hero (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Brbry hero inspiration inspired fragrance Inspired by Brbry hero inspiration fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/brbry-hero-inspired-fragranceloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Brbry hero (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Brbry hero fragrance inspiration Inspired by Qamar al layl inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/brbry-hero-inspiration-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Cr7 (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Cr7 inspiration inspired fragrance Inspired by Cr7 inspiration inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/cr7-inspiration-inspired-fragranceloose-perfume-fragrance-copy/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Cr7 (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Cr7 inspiration fragrance inspiration Inspired by Qamar al layl inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/cr7-inspiration-inspired-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Sauvage elixir (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Sauvage elixir inspired fragrance Inspired by Sauvage elixir inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/sauvage-elixir-inspired-fragrance-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Sauvage elixir(Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element One million elixir inspired fragrance , Inspired by Qamar al layl inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/sauvage-elixir-inspired-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
One million elixir (Perfume),"Clone Perfumes, French, French Perfumes",,"Element One million elixir inspired fragrance Inspired byOne million elixir inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/one-million-elixir-inspired-fragrance-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-06-at-6.55.34-PM.jpeg,true
One million elixir (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element One million elixir inspired fragrance , Inspired by Qamar al layl inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/one-million-elixir-inspired-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Terrible teddy (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Terrible teddy inspired fragrance Inspired by Terrible teddy inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/terrible-teddy-inspired-fragranceloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Terrible teddy (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Terrible teddy fragrance inspiration Inspired by Qamar al layl inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/terrible-teddy-inspired-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Ralph club (Perfume),"Clone Perfumes, French",,"Element Ralph club inspired fragrance Inspired by Ralph club inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/ralph-club-inspired-fragranceloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Ralph club (Attar),"Clone Attar, French Attar, Premium Attars",,"Element Ralph club fragrance inspiration Inspired by Qamar al layl inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/ralph-club-inspired-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Dans LV (Perfume),"Clone Perfumes, French",,"Element Dans LV inspired fragrance Perfume Inspired by Dans LV inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/dans-lv-inspired-fragrance-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Dans LV (Attar),"Clone Attar, French Attar, Premium Attars",,"Element Dans LV-inspired fragrance, Inspired by Qamar al layl inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/dans-lv-inspired-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Spice bomb super (Attar),"Clone Attar, French Attar, French Attars, Premium Attars",,"Element Spice bomb super inspired fragrance, Inspired by Qamar al layl inspiration Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/spice-bomb-super-inspired-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Spice bomb super (Perfume),"Clone Perfumes, French, French Perfumes",,"Element Spice bomb super-inspired fragrance Perfume Inspired by Spice bomb super inspired fragrance, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/spice-bomb-super-inspired-fragrance-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
